sent_id	left_context	pivot	right_context
train-s9850	तौकीर मियां ने 	कहा	 - जरूर होंगे । 
train-s9937	गौर ने 	कहा	 कि इससे पार्टी को लाभ होगा । 
train-s9941	यह पूछे जाने पर कि उमा भारती को पार्टी में क्या जिम्मेदारी सौंपी जाएगी, नायडू ने 	कहा	 कि इसका निर्णय आडवाणी करेंगे । 
train-s10031	भारत का 	मानना	 है कि इस से दोनों देशों के बीच बातचीत की प्रक्रिया को आगे बढ़ाने में मदद मिलेगी । 
train-s10041	अधिकारियों का 	मानना	 है कि इससे पहले दोनों देशों के बीच परमाणु मसले पर हुई वार्ता की सफलता से दोनों विदेश मंत्रियों को वार्ता का मजबूत आधार मिलेगा । 
train-s10053	उत्तर क्षेत्र के मुख्यमंत्रियों के सम्मेलन को संबोधित करते हुए पाटिल ने 	कहा	 कि केंद्र - राज्य संबंधों को लेकर गठित नया आयोग अंतर्राज्यीय जल विवादों का निपटारा भी करेगा । 
train-s10105	गुप्ता ने 	कहा	 कि किसी भी हवाई हमले को रोकने के लिए अन्य वायु रक्षा उपायों के साथ दो हेलीकॉप्टर आठ किमी. परेड मार्ग पर पूरे समय आकाश में निगरानी करेंगे । 
train-s10153	जबकि लोहान खाप के प्रधान रामदिया का 	कहना	 है कि वह लड़की के पिता पर रिश्ता वापस लेने के लिए दबाव बनाएंगे । 
train-s10155	उधर इस संबंध में गाँव की कादियान खाप के मनीराम कादियान का 	कहना	 है कि यदि लोहान खाप द्वारा की जा रही आपत्ति को सही मान लिया जाए तो किसी भी लड़के - लड़की का रिश्ता नहीं होगा । 
train-s10183	देश का आम बजट आने में अब जबकि सिर्फ ४८ घंटे बचे रह गए हैं, वामपंथी दलों ने रविवार को यूपीए सरकार को चेतावनी 	दी	 कि वह बजट में आम आदमी विरोधी नीतियों से बाज आए और प्रभावशाली वर्ग को खुश करना बंद करे अन्यथा उसे नतीजा भुगतना होगा । 
train-s10190	फॉरवर्ड ब्लॉक के महासचिव देबब्रत बिस्वास ने 	कहा	 कि सरकार सकल घरेलू उत्पाद (जीडीपी) का दो फीसदी जनस्वास्थ्य और छह फीसदी शिक्षा के लिए आवंटित करे । 
train-s10213	विशेषज्ञ 	मानते	 हैं कि मामलों के लंबित होने की मुख्य वजह अतिरिक्त न्यायाधीशों की नियुक्ति न होने, पर्याप्त संख्या में कर्मियों की कमी और पर्याप्त वित्तीय सहायता नहीं मिलने के साथ ही उपभोक्ता द्वारा मामूली शिकायत होने पर भी तुरंत अदालत का दरवाजा खटखटाना भी है । 
train-s10217	खन्ना 	कहते	 हैं कि जब कंपनी आपकी शिकायत पर गौर न करे तो उपभोक्ता बेशक अदालत में जाएं । 
train-s10218	केंद्रीय गृह मंत्री शिवराज पाटिल ने सोमवार को 	बताया	 कि पिछले २६ दिसंबर २००४ को आई सुनामी समेत पिछले एक साल में आई कई प्रमुख प्राकृतिक आपदाओं के नुकसान से उबरने के लिए देश को ३५,००० करोड़ रुपये की जरूरत है । 
train-s10219	पाटिल ने 	कहा	 कि पिछले एक साल में भारत में आई प्राकृतिक आपदाओं से हुई क्षति का मुकाबला करने के लिए काफी बड़ी रकम की जरूरत है । 
train-s10222	पाटिल ने इंडियन मर्चेंट्स चैम्बर (आईएमसी) और एसोचैम के आयोजित सम्मेलन 'डिजास्टर मैनेजमेंट फॉर सेफर इंडिया' में 	कहा	 कि अंतर्राष्ट्रीय वित्तीय संस्थान इस दिशा में बड़े पैमाने पर सहायता देने को तैयार हैं । 
train-s10223	उन्होंने 	कहा	 कि राज्य सरकारें अपने संसाधनों का उपयोग करेंगी और केंद्र सरकार इसमें उनकी मदद करेगी । 
train-s10229	उन्होंने 	कहा	 कि हम सरकार को ऐसा करने की छूट नहीं देंगे । 
train-s10232	उन्होंने 	कहा	 कि यदि सरकार तीन महीने में राज्य की कानून व्यवस्था में सुधार लाने में असफल रहती है तो उनकी पार्टी राज्य में आंदोलन शुरू करेगी । 
train-s10247	उन्होंने 	कहा	 या तो सरकार विकसित देशों की घरेलू सब्सिडी खत्म कराये या उन्हीं की तर्ज पर भारत में भी किसानों को सब्सिडी प्रदान की जाए । 
train-s10249	उन्होंने 	कहा	 कि अगर वीजा मिल भी गए तो कमलनाथ और अन्य नेताओं या उनके रिश्तेदारों का ही भला होगा । 
train-s10256	उन्होंने 	कहा	 कि डब्ल्यूटीओ की ३० अप्रैल को होने वाली बैठक से पहले किसान नेता इस मुद्दे पर दिल्ली में एक बड़ी रैली भी आयोजित करेंगे । 
train-s10265	क्योंकि एनसीपी 	चाहती	 है कि इन दो सीटों पर कांग्रेस को समर्थन देने के एवज में कांग्रेस पूर्व लोकसभा अध्यक्ष और एनसीपी नेता पीए संगमा को तुरा लोकसभा सीट के लिए अपना समर्थन दें । 
train-s10330	वाम दलों के नेताओं ने अलग - अलग इंटरव्यू में 	कहा	 है कि २० महीने पुरानी यूपीए सरकार के लिए मध्यावधि चुनाव कराना ठीक नहीं है । 
train-s10333	दूसरी ओर आरएसपी और फॉरवर्ड ब्लॉक का 	मानना	 है कि कांग्रेस सोनिया गांधी के इस्तीफे को भुनाने में कोई कोर - कसर नहीं छोड़ेगी । 
train-s10334	भाकपा के महासचिव ए. बी. वर्द्धन ने कहा, मेरा 	मानना	 है कि कांग्रेस मध्यावधि चुनाव नहीं कराएगी क्योंकि अभी कांग्रेस का कोई संगठनात्मक आधार नहीं है । 
train-s10334	भाकपा के महासचिव ए. बी. वर्द्धन ने 	कहा	, मेरा मानना है कि कांग्रेस मध्यावधि चुनाव नहीं कराएगी क्योंकि अभी कांग्रेस का कोई संगठनात्मक आधार नहीं है । 
train-s10349	उन्होंने 	कहा	 कि चैपल के गोपनीय ई - मेल को मीडिया को लीक करने के लिए प्रत्यक्ष या अप्रत्यक्ष रूप से डालमिया ही जिम्मेदार है । 
train-s10378	स्पीकर ने 	कहा	 कि अगली कार्रवाई के संबंध में फैसला करने के लिए वह शनिवार को विधायक दलों के नेताओं की बैठक करेंगे । 
train-s10409	उन्होंने घोषणा 	की	 कि सुशासन सुनिश्चित करने के लिए वह प्रत्येक मंगलवार को तीन घंटे के लिए प्रदेश पार्टी मुख्यालय में कार्यकर्ताओं से मिलेंगे । 
train-s10410	भवन निर्माण मंत्री मोनाजिर हुसैन ने मंगलवार को 	कहा	 कि 'मुख्यमंत्री की पसंद को ध्यान में रखते हुए विभाग ठीक उसी स्थान पर एक आईटी सेंटर बनाएगा जहां फिलहाल लालू - राबड़ी का खटाल है । 
train-s10457	भारतीय कृषि अनुसंधान परिषद (आईसीएआर) के महानिदेशक मंगला राय ने 	बताया	 कि बुश की यात्रा से दोनों देशों के शोध संस्थानों और कृषि विश्वविद्यालयों के बीच सहयोग को भारी बढ़ावा मिलेगा । 
train-s10464	लोनावाड़ा के सामाजिक कार्यकर्ता सोहेल का 	कहना	 है कि हालांकि कब्र में सामूहिक रूप से दफनाए गए शवों की वास्तविक संख्या के बारे में उन्हें पता नहीं है । 
train-s10465	उनका 	कहना	 है कि उस कब्र की खुदाई जारी है । 
train-s10474	सीतलवाड़ ने 	कहा	 कि वह बुधवार को इस बारे में याचिका दायर कर इस मामले की फिर से जांच कराने की गुहार लगाएंगी । 
train-s10492	कन्या भ्रूण हत्या को लेकर तो रामदास ने यहां तक 	कहा	 कि वह स्टिंग ऑपरेशन चलाएंगे लेकिन साल के अंत होने तक उन्होंने ऐसी कोई पहल नहीं की । 
train-s10499	सुप्रीम कोर्ट ने 	कहा	, यही लागू होगी । 
train-s10508	खंडपीठ ने अपने १८वें फैसले में 	कहा	 कि कार्यस्थल पर अपने से वरिष्ठ पर हमला करना घोर अनुशासनहीनता है । 
train-s10524	दिल्ली हाईकोर्ट ने मामलों में एफआईआर निरस्त करने और तीनों पतियों को रिहा करने के आदेश देते हुए 	कहा	 था कि इन मामलों में अपहरण के अपराध के लिए आवश्यक तथ्य मौजूद नहीं हैं । 
train-s10530	प्रत्याशी के नाम की घोषणा नहीं करते हुए उमा ने 	कहा	 कि वह सोनिया के खिलाफ महिला प्रत्याशी ही उतारेंगी । 
train-s10533	संन्यासिन ने 	कहा	 कि वह अन्य दलों से भी सहयोग की अपील करेंगी । 
train-s10534	उमा ने 	कहा	 कि वह यूपी, उत्तरांचल, छत्तीसगढ़, मध्य प्रदेश, राजस्थान और दिल्ली में होने वाले सभी चुनावों में अपनी पार्टी का उम्मीदवार खड़ा करेंगी । 
train-s10549	पार्टी सूत्रों का 	कहना	 है कि कार्यकारिणी में राजनाथ सिंह को प्रमुखता से स्थान मिलेगा । 
train-s10635	प्रधानमंत्री ने 	कहा	 कि नागरिक और सैन्य कार्यक्रम को अलग - अलग करने की योजना परमाणु सिद्धांत के अनुरूप होगी, जिसमें विश्वसनीय न्यूनतम परमाणु प्रतिरोधक क्षमता की बात कही गई है । 
train-s10639	उन्होंने 	कहा	 कि हम केवल उन्हीं परमाणु सुविधाओं को निगरानी में रखेंगे, जिनकी पहचान हमारी निरोधक क्षमता को नुकसान पहुंचाए बगैर और आर. एंड डी. प्रयासों को बाधित किए बगैर नागरिक परमाणु कार्यक्रम के रूप में हो सकती है । 
train-s10705	हमारा 	मानना	 है कि हम सुरक्षा स्थिति पर नियंत्रण करने में सक्षम हैं । 
train-s10710	उन्होंने 	कहा	 कि मैं इराक के भविष्य को लेकर विश्वस्त हो कर देश छोड़ूंगा । 
train-s10717	वहीं, जॉर्डन के विदेश मंत्री मारवान मुआशेर ने इस फैसले का स्वागत करते हुए 	कहा	 कि उनका देश इराक की नई सरकार की हर संभव मदद करने के लिए तैयार है । 
train-s10768	उन्होंने 	बताया	 कि इस पर मेट्रो की लागत से एक तिहाई कम खर्चा आएगा जो मौजूदा समय में तीन सौ करोड़ रुपये प्रति किलोमीटर है । 
train-s10828	लेकिन उन्होंने 	कहा	, मैं इस में लिखी हुई बातों को सार्वजनिक नहीं करुंगी । 
train-s10849	गुजरात के डीजी ए. के. भार्गव ने कल 	बताया	 कि गांधीनगर की फॉरेंसिक विज्ञान लैबोरेट्री (एफएसएल) भविष्य में किसी विवाद से बचने के लिए नरकंकालों का डीएनए परीक्षण करेगी । 
train-s10889	पुलिस का 	कहना	 है कि इसका पता पोस्टमार्टम रिपोर्ट आने के बाद ही चलेगा । 
train-s10919	कांग्रेस अध्यक्ष को 	चाहिए	 कि वह पंजाब के मुख्यमंत्री को इस तरह के बयान देने से रोकें । 
train-s10920	भाजपा ने उम्मीद 	जताई	 है कि पंजाब में दोबारा आंतकवाद नहीं भड़केगा, जिसकी वजह से राष्ट्र को भारी कीमत चुकानी पड़ी थी । 
train-s10947	कंपनी की एक विज्ञप्ति में 	कहा	 गया है कि लोकल व राष्ट्रीय स्तर पर एयरटेल से एयरटेल पर एसएमएस करने पर 30 पैसे लगेंगे । 
train-s10966	मुलायम ने राज्य सरकार के विभिन्न कार्यक्रमों का उल्लेख करते हुए 	कहा	 कि गरीबी उन्मूलन तथा ग्रामीण समृद्धि के लिए बहुआयामी प्रयास आवश्यक होंगे । 
train-s11037	लेकिन उन्होंने 	बताया	 कि सभी तरह के इलाज फेल हो जाने के बाद सचिन की सर्जरी जरूरी थी । 
train-s11049	राव ने 	कहा	 कि आरक्षण देने के लिए सरकार का फैसला मुसलमानों की स्थिति के मद्देनजर संग्रह किए गए आंकड़ों पर आधारित है और सरकार द्वारा पिछड़े वर्गो के लिए गठित आंध्र प्रदेश आयोग से मशविरा आवश्यक नहीं है । 
train-s11052	ओवैसी और उर्दू दैनिक मुंसिफ के प्रमुख संपादक खान लतीफ खान ने उम्मीद 	जताई	 है कि अदालत मुसलमानों के साथ न्याय करेगी । 
train-s11053	उन्होंने 	कहा	 कि सरकार के इस फैसले से सामाजिक एवं आर्थिक दृष्टि से पिछड़े मुसलमानों की स्थिति सुधरेगी । 
train-s11059	भंडारकर ने उन पर लगाए गए दुष्कर्म और जान से मारने की धमकी देने के आरोपों को खारिज करते हुए 	कहा	 है कि उनकी फिल्म में रोल हासिल करने के लिए दबाव बनाने की कोशिश है । 
train-s11063	उन्होंने 	कहा	 कि सुरक्षा बलों की तादाद में कोई हेरफेर नहीं होगी । 
train-s11064	रक्षा मंत्री प्रणव मुखर्जी ने संवाददाताओं के सवालों का जवाब देते हुए 	कहा	 कि पाकिस्तान से बातचीत शुरू होने के कारण यह मतलब कतई नहीं है कि हम अपने देश की संप्रभुता के बारे में किसी और देश की राय मानेंगे । 
train-s11065	उरी - मुजफ्फराबाद और सुचेतगढ़ - सियालकोट मार्ग खोले जाने के सवाल पर उन्होंने 	कहा	 कि सीमा पर सेना की कटौती नहीं होगी । 
train-s11123	जनता दल (यू) ने 	कहा	 है कि भाजपा से कुछ मुद्दों पर मतभेद होने के बावजूद दोनों दलों के गठबंधन पर कोई असर नहीं पड़ेगा । 
train-s11195	उन्होंने 	कहा	 कि अब ब्रिटेन इस संधि की स्वीकार्यता के लिए अपने यहां जनमत संग्रह तभी कराएगा जब यह संधि अपने अंतिम रूप में हो । 
train-s11199	फ्रांस के 55 फीसदी मतदाताओं के इस नए दस्तावेज को खारिज करने के एक दिन बाद सैन गिमिगनानो स्थित टस्कन होटल में टोनी ब्लेयर ने कहा कि वह उम्मीद 	करते	 हैं कि नीदरलैंड इस दस्तावेज का समर्थन करेगा । 
train-s11226	उन्होंने 	कहा	 कि हमारी कंपनियां भी शहरी विकास, आवास और निर्माण क्षेत्रों से जुड़ी परियोजनाओं में सिंगापुर की कंपनियों के साथ साझेदारी के लिए तैयार हैं । 
train-s11229	उन्होंने उम्मीद 	जताई	 कि इस समझौते से दोनों देशों की अर्थव्यवस्था में और सामंजस्य स्थापित होगा । 
train-s11231	राष्ट्रपति एपीजे अब्दुल कलाम ने संयुक्त राष्ट्र (यूएन) में सुधार पर जोर देते हुए 	कहा	 है कि बदलाव से यह ज्यादा लोकतांत्रिक व पारदर्शी बनेगा । 
train-s11232	जबकि एक अन्य कार्यक्रम में उन्होंने वैज्ञानिकों का आह्वान 	किया	 कि वे सूचना प्रौद्योगिकी (आईटी) और उपग्रह संचार के जरिए भूकंप की भविष्यवाणियों पर अनुसंधान करें जिससे लोगों को समय रहते सचेत किया जा सके । 
train-s11236	उन्होंने आइसलैंड की इस बात के लिए सराहना की कि वह सैद्धांतिक रूप से लगातार इस बात पर कायम है और समर्थन 	दे	 रहा है कि भारत को संयुक्त राष्ट्र सुरक्षा परिषद में स्थायी सीट मिले । 
train-s11236	उन्होंने आइसलैंड की इस बात के लिए सराहना 	की	 कि वह सैद्धांतिक रूप से लगातार इस बात पर कायम है और समर्थन दे रहा है कि भारत को संयुक्त राष्ट्र सुरक्षा परिषद में स्थायी सीट मिले । 
train-s11244	सम्मेलन में आए विभिन्न राज्यों के प्रतिनिधियों ने 	कहा	 कि दूर - दराज या हाशिए के गाँवों में रहने वाले बुजुर्गो के लिए जिला केंद्र तक आना व्यवहारिक रूप से संभव नहीं होगा । 
train-s11248	सम्मेलन को संबोधित करते हुए सामाजिक न्याय और अधिकारिता मंत्री मीरा कुमार ने 	कहा	 कि यह कानून बुजुर्गो के लिए उस सामाजिक कवच की तरह काम करेगा जिससे उन्हें स्वास्थ्य, आवास और वित्तीय और सहचर संबंधी सहायता मिलेगी । 
train-s11273	एक अन्य समाचार पत्र 'द ऑस्ट्रेलियन' ने इस प्रकरण पर अपनी टिथी में 	कहा	 है कि नए पोप के लिए भाषा और मीडिया की जानकारी भी महत्वपूर्ण बात होगी । 
train-s11279	कांग्रेस सांसद हरीश रावत ने 	कहा	 कि इन्हें राष्ट्रीय राजमार्ग कहकर संबोधित करना अपमानजनक है । 
train-s11304	कांग्रेस ने 	कहा	 है कि बिहार के पूर्व प्रदेश अध्यक्ष रामजतन सिन्हा के पार्टी छोड़ने से कोई असर नहीं पड़ेगा । 
train-s11310	कांग्रेस प्रवक्ता अभिषेक मनु सिंघवी ने 	कहा	 कि रामजतन सिन्हा के पार्टी छोड़ने से चुनाव परिणामों पर किसी तरह का असर नहीं पड़ेगा । 
train-s11335	बोर्ड के उपाध्यक्ष लिमन्यो चेन का 	कहना	 है कि नए कार्यालय के खुलने से सिंगापुर जाने वाले भारतीय पर्यटकों की संख्या में दस फीसदी से ज्यादा का इजाफा होगा । 
train-s11336	कांग्रेस भले ही बार - बार 	कहे	 कि यूपीए बिहार में मतदान से पहले किसी को मुख्यमंत्री पद के दावेदार के रूप में प्रोजेक्ट नहीं करेगा लेकिन राजद सुप्रीमो लालू प्रसाद यादव इससे बेफिक्र हैं । 
train-s11341	लालू ने शुक्रवार को यहां एक प्रेस कांफ्रेंस में अपने चिर - परिचित अंदाज में कहा कि हर कोई 	समझता	 है कि यूपीए की ओर से मुख्यमंत्री पद का दावेदार कौन होगा । 
train-s11343	उन्होंने 	कहा	 कि यूपीए सहयोगी राजद, कांग्रेस और राकांपा चार अक्टूबर को न्यूनतम साझा कार्यक्रम 'सीएमपी' की घोषणा करेंगे और इसी के आधार पर चुनाव लड़ा जाएगा । 
train-s11344	एक सवाल पर उन्होंने 	कहा	 कि विकास और सांप्रदायिक सौहार्द गठबंधन के चुनावी मुद्दे होंगे । 
train-s11348	लोजपा नेता रामविलास पासवान के इस आरोप पर कि वह सरकारी नौकरियों में दलित मुस्लिमों को आरक्षण दिलाने के हिमायती नहीं हैं, लालू ने 	कहा	 कि हम सीएमपी में इस मुद्दे पर अपना नज़रिया पेश करेंगे । 
train-s11405	शर्मा ने 	कहा	 कि भाजपा का रवैया पाखंडपूर्ण है, क्योंकि उन्होंने हाल ही में दिलीप सिंह जूदेव को राज्यसभा का टिकट देकर संसद सदस्य बनाया है । 
train-s11413	इन सभी नेताओं का 	कहना	 था कि वह विधायकों की नाराजगी को पार्टी नेतृत्व के सामने रखेंगे । 
train-s11482	इस बात पर भी भ्रम की स्थिति 	बनी	 हुई है कि करीब तीन करोड़ अंशधारकों के खाते में वर्ष २००३ - ०४ के लिए क्या ब्याज दर जमा होगी । 
train-s11486	पेट्रोलियम मंत्रालय के अधिकारियों ने 	बताया	 कि भारतीय सीमा पर गैस की डिलीवरी के लिए ईरान के साथ करार जून में अय्यर के दौरे के वक्त होगा । 
train-s11522	पर्यटन मंत्रालय के वरिष्ठ अधिकारी का 	कहना	 है कि पर्यटन उद्योग को बढ़ावा देने के लिए 'ब्रांड एंबेसडर' बेहद जरूरी है । 
train-s11568	दोनों देशों के लोग 	चाहते	 हैं कि हम आगे बढ़ें और दोस्ती को एक नया आयाम दें । 
train-s11608	सूत्रों का 	कहना	 है कि प्रमोद महाजन को पार्टी में शामिल किया जाना उमा भारती को गवारा नहीं था । 
train-s11670	प्रधानमंत्री ने सभी राजनीतिक दलों से इस बात की अपील 	की	 है कि वे देश की बढ़ती ऊर्जा जरूरतों को पूरा करने के उपायों व साधनों के बारे में सोचें । 
train-s11758	ग्लोबल ट्रस्ट बैंक के तबाह हो जाने से उत्पन्न स्थिति के बारे में ध्यानाकर्षण प्रस्ताव पर वित्त मंत्री पी. चिदंबरम ने 	कहा	 कि इस हालात के लिए जिम्मेदार लोगों को सजा मिलेगी । 
train-s11809	दूसरी ओर केंद्रीय गृह राज्यमंत्री श्रीप्रकाश जायसवाल ने 	कहा	 कि अगर संसदीय सचिवालय से गृह मंत्रालय को मामले की जांच करने संबंधी पत्र मिलता है, तो केंद्र सरकार जरूर कार्रवाई करेगी । 
train-s11827	एक सवाल के जवाब में उन्होंने 	कहा	 कि इस योजना के तहत किए जा रहे काम का जायजा लेने के लिए जनता के प्रतिनिधि पूरी तरह से स्वतंत्र हैं । 
train-s11876	उन्होंने 	कहा	 कि इनका नाम लेना उचित नहीं होगा, लेकिन यह स्पष्ट है । 
train-s11884	खान ने 	कहा	 कि वे जल्द ही सोहेल खान और पीसीबी क्रिकेट ऑपरेशंस जीएम जाकिर खान से मुलाकात करेंगे । 
train-s11935	उन्होंने 	कहा	 कि कई लोगों का मानना है कि इस तरह की प्रताड़ना से प्रभावित व्यक्तियों व उनसे संबंधित लोगों में कट्टरवाद की प्रवृति बढ़ सकती है । 
train-s11964	अमेरिकी अंतरिक्ष एजेंसी नासा के मुख्यालय पर आयोजित एक संवाददाता सम्मेलन में अंतरिक्ष विज्ञानियों ने 	बताया	 है कि नए ग्रहों का द्रव्यमान वरुण (नेपचून) के बराबर होगा और व्यास हमारी पृथ्वी की तुलना में दो - तीन गुना ज्यादा होगा । 
train-s12037	मुशर्रफ ने 	कहा	 कि पाकिस्तान सुरक्षा से जुड़े मुद्दों पर कोई समझौता नहीं करेगा । 
train-s12043	भारतीय वायुसेना ने सरकार से 	कहा	 है कि उसके लिए १२६ बहुउपयोगी लड़ाकू विमानों को बेड़े में शामिल करना बहुत ही जरूरी है, क्योंकि वर्ष २००६ - ०७ तक मिग - २१ को चरणबद्ध तरीके से बेड़े से बाहर करना है । 
train-s12046	इसके साथ ही उन्होंने 	कहा	 कि तेजस सशस्त्र सेनाओं को आत्म निर्भर बनाने के लिए जरूरी रक्षा तकनीक को पूरा करने में सक्षम है । 
train-s12051	अधिकारी ने 	कहा	 कि अगर आप गौर करें तो पाएंगे कि एनएससी नागालैंड या अन्य किसी अतिवादी गुट के साथ चल रही शांति प्रक्रिया में शामिल नहीं है । 
train-s12077	नायर ने मुख्यमंत्री से 	कहा	 कि अगर उनकी सरकार भूमि और बुनियादी सुविधाएं उपलब्ध कराती है तो इसरो इस तरह के केंद्र खोलने को तैयार है । 
train-s12081	विवेक ने यहां चेन्नई प्रेस क्लब में 	बताया	 कि वह प्रोजेक्ट होप के जरिए पट्टिनाचेरी के कराईकल गांव को एक नया रंग - रूप देकर २१वीं सदी का गांव बनाएंगे । 
train-s12109	किसानों ने भी लगे हाथों उन्हें भरोसा 	दिलाया	 कि हम भी इस बार आपकी सरकार बनाने का 'जुगाड़' करेंगे । 
train-s12111	रविवार को गुरुद्वारा बंगला साहिब में संवाददाताओं से बातचीत में राजनाथ सिंह ने 	कहा	 कि १९८४ के दंगा पीड़ितों को ७१५ करोड़ रुपये का मुआवजा दिया जाना समुद्र में एक बूंद गिराने के जैसा है और इससे स्पष्ट होता है कि सरकार पीड़ित सिख परिवारों के दुखों के प्रति गंभीर नहीं है । 
train-s12144	उन्होंने पार्टी अध्यक्ष को आश्वासन 	दिया	 कि वह भविष्य में इस तरह के बयानों से परहेज करेंगे । 
train-s12145	उल्लेखनीय है कि नक़वी ने शुक्रवार को रामपुर में 	कहा	 था कि अगले चुनावों में भाजपा का नेतृत्व दूसरी पंक्ति का कोई नेता करेगा । 
train-s12179	उन्होंने 	कहा	 कि राजद बिहार में आगामी चुनाव में सांप्रदायिक और फासिस्ट ताकतों को मात देने के लिए पूरी तरह तैयार है । 
train-s12199	केंद्र सरकार की ओर से न्यायालय को एडीशनल सॉलीसिटर जनरल गोपाल सुब्रह्मण्यम् ने आश्वासन 	दिया	 कि विशेष रूप से शहरी क्षेत्रों के लिए एक राष्ट्रीय भवन संहिता होगी जिसके अनुसार भवन निर्माण हो । 
train-s12202	मुख्य न्यायाधीश वाई. के. सब्बरवाल, जस्टिस सी. के. ठक्कर, जस्टिस आर. वी. रवींद्रन और जस्टिस लोकेश्वर सिंह पांटा की खंडपीठ ने एक स्वयंसेवी संस्था सोसाइटी फॉर सेफ स्ट्रकचर की जनहित याचिका पर विचार करने के समय केंद्र सरकार से 	कहा	 कि दो सप्ताह में विस्तृत रिपोर्ट शपथ पर पेश करे और चार सप्ताह बाद याचिका पर सुनवाई की जाएगी । 
train-s12212	उन्होंने 	कहा	 कि अल्पसंख्यक शिक्षण संस्थानों को अब उनके मंत्रालय से किसी तरह की शिकायत नहीं रहेगी । 
train-s12216	प्रधानमंत्री ने 	कहा	 कि उनकी सरकार अल्पसंख्यकों के सशक्तिकरण में आ रही बाधाओं को दूर करने के लिए हर संभव उपाय करेगी । 
train-s12218	मनमोहन सिंह ने 	कहा	 कि पहला आयोग अल्पसंख्यक व्यावसायिक प्रशिक्षण संस्थानों को सीधे केंद्रीय विश्वविद्यालयों से संबद्ध करने के संबंध में होगा । 
train-s12226	अर्जुन सिंह ने 	कहा	 कि अब अल्पसंख्यक शिक्षण संस्थानों को इस तरह अलग - थलग पड़ने का खतरा नहीं रहेगा । 
train-s12229	मौसम विभाग ने शनिवार को 	कहा	 कि स्थितियाँ अगले तीन - चार दिनों में मानसून के दिल्ली और उत्तरी - पश्चिमी भारत के अन्य हिस्सों की ओर बढ़ने में सहायक हैं । 
train-s12251	जामा मस्जिद के शाही इमाम सैयद अहमद बुखारी का 	कहना	 है कि बुश की जीत के करीब पहुंचने से साफ है कि अमेरिकियों पर आतंकवादी हमलों का खौफ बरकरार है । 
train-s12263	ललित मान सिंह का 	मानना	 है कि राष्ट्रपति बुश के दोबारा व्हाइट हाउस में आने से दोनों देशों के बीच रणनीतिक साझेदारी की नीति जारी रहेगी । 
train-s12267	इस बारे में ललित मान सिंह ने 	कहा	 कि बुश का मानना है कि भारत के साथ व्यापारिक रिश्ते में किसी प्रकार का कोई तनाव नहीं आना चाहिए । 
train-s12268	नरेश चंद्रा ने 	कहा	 कि बुश के दोबारा राष्ट्रपति बनने से दोनों देशों को संबंधों में बदलाव की जरूरत नहीं होगी और इससे समय की बचत होगी । 
train-s12305	उन्होंने 	कहा	 कि देश में बुलेट रेलगाड़ियां जल्द पटरियों पर दौड़ती नजर आएंगी । 
train-s12313	उन्होंने 	बताया	 कि इस प्रणाली में स्क्रीन पर चालकों को आगे के सिग्नल नजर आएंगे, जिससे ट्रेन कोहरे की चपेट में आने के बाद भी लेट नहीं हो सकेंगी । 
